"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"mass";"chi.distance";"inertie"
"físico";0,714513289602243;-0,829049736216152;-0,557536531976389;-2,00516035136924;0,303859328846163;-0,352567964924718;-0,237102204925918;-0,852729665721364;0,149025295707554;0,15290525049123;0,0610693306902516;0,637000123110963;0,000497737390092834;0,00067010184763583;0,000303058384018972;0,00391992593809418;0,000974943940723408;1,11738402335352;0,00121726338660982
"foco";0,894688333728182;-0,64695489909615;-1,15170668931972;-0,335509020903149;0,548773673183502;-0,396821779134676;-0,706420645605525;-0,205790676871795;0,386087517692822;0,153855165300364;0,4305891892516;0,0294681277552092;0,000546287462373518;0,000285644388247204;0,000905235262510145;7,68220846009289e-05;0,000682460758506386;0,8692626841886;0,000515679370075011
"familiar";-2,07402475951867;-0,467487364614425;-0,2533444239337;0,750322578838883;-0,914165014393403;-0,206053756803106;-0,11166627008136;0,330718641586096;0,89301920037976;0,0345775752093873;0,00896794124547809;0,0634352831653771;0,00419379809212876;0,000213068573729298;6,25752141350279e-05;0,000548877812533325;0,000974943940723408;1,3249688894112;0,00171155557951404
"expectativa";0,36260609060155;-0,237731922722433;2,08143996136886;-1,257311414469;0,146800187867144;-0,0962451867804378;0,842665871541827;-0,509019447371535;0,033300333210658;0,0109087566293663;0,738487753460062;0,217303156699914;0,000102550981332818;4,40803097056097e-05;0,00337907170734774;0,0012329780582658;0,000779955152578727;1,19959030631154;0,00112236864814009
"embora";0,352375801569641;-0,365810911683624;2,37341846968889;-1,10472732920589;0,132137089234754;-0,137175109257986;0,890006086467077;-0,414260721165046;0,0265327945091459;0,0217924475121145;0,810133528316955;0,141541229661785;0,000108951774377169;0,000117418212728989;0,00494277440678008;0,0010708591446865;0,000877449546651067;1,30598059114686;0,00149656505216639
"corporativo";-0,645700555395649;1,24537619736064;0,950703663968135;0,146795810673317;-0,379608660158083;0,732159180788011;0,55892060347569;0,0863015534691191;0,187894523627399;0,532690291051363;0,274144330500117;0,00527085482111659;0,000365834343876791;0,00136089079229522;0,000793071766612258;1,89081690826876e-05;0,000877449546651067;0,899282705666857;0,000709601682987572
"continuidade";0,4221424144375;-0,248836436747487;-1,01317150510544;1,42253161626214;0,232726282666738;-0,13718303808312;-0,558559457715813;0,784238881728407;0,0884569462979283;0,0234241460797192;0,342939119254608;0,545179788367742;0,000156365210354304;5,43313006023861e-05;0,000900716436464722;0,00177560356765023;0,000877449546651067;0,856870440316148;0,00064424710572178
"carbono";0,402674892545677;2,07397199474837;0,462526680320501;0,237984388989399;0,185070420541337;0,953202884919123;0,212578456772776;0,109378239785698;0,0448538298742544;0,906813675753858;0,0398291592260064;0,00850333514588208;0,0001422758722609;0,00377422623720435;0,000187713597550426;4,96957321462338e-05;0,000877449546651068;1,14782830055428;0,00115604838334601
"capital";0,536958575500213;1,61152327948564;-0,370117731871322;-0,131951942763173;0,3079805289137;0,924313000328516;-0,212286496618255;-0,0756829874362926;0,121697200866909;0,835399186685264;0,0389149018221387;0,00398871062568868;0,000252990212170124;0,00227874286076995;0,000120199299893746;1,527755062794e-05;0,000877449546651067;0,929228733922766;0,000757647885300708
"atenção";0,602098116306719;1,32187436304882;-0,476836541483196;0,085525600531029;0,393220758341068;0,863295242738949;-0,311414404676924;0,0558554172278037;0,195829914490374;0,71936071020727;0,0826648128867888;0,00214456241556679;0,000353438765389587;0,00170357008061394;0,000221676013740524;7,1313525847647e-06;0,000974943940723408;0,821390913121052;0,000657778134111179
"associação";-2,43296292924159;-0,824396872095523;-0,90614522640036;-1,38579035051642;-0,796070489145488;-0,269744357109325;-0,296492587267759;-0,453433461286891;0,736946938829963;0,0644851573046084;0,0688015117130487;0,129766392152382;0,00346259644051701;0,000397560808845207;0,000480315397091641;0,00112337811967501;0,000584966364434045;1,71095869338563;0,00171241863145472
"apoio";0,648610983853379;-0,863382558890923;0,628310832524439;-0,930227132116746;0,416407909980475;-0,55429114802446;0,403375223520324;-0,597205328825311;0,244001564341164;0,329497719024958;0,154102696655955;0,272398019977922;0,00041015521924076;0,000726751918686788;0,00038488300893785;0,000843640945038652;0,000974943940723408;0,792702332796356;0,000612632337350868
"alegar";-3,43568481424603;-0,69298194631753;-0,818031009624738;0,699889710334279;-0,937049207989987;-0,189004003293796;-0,223109904174469;0,190888027920862;0,916016134541879;0,0284015597192633;0,0349504810676047;0,0206318246712545;0,011508170169485;0,000468191457465177;0,000652407850938547;0,000477572006075656;0,000974943940723408;2,16712467133039;0,00457875532913023
"acontecer";-0,565264320703554;-1,20911497015653;2,81330311072874;0,426649477709654;-0,179851040040836;-0,384706016188913;0,895113085830223;0,135747736923241;0,0465822082665927;0,162432892780118;0,776581622704304;0,014403276248983;0,00028036597156518;0,00128279527147408;0,00694472745788476;0,000159721945156409;0,000877449546651067;1,58111580554864;0,00219355998001379
"ética";0,67443909635036;-0,168446659756326;-0,937507335316969;-2,11925840421464;0,278764808827886;-0,0696237824271607;-0,387498373861487;-0,875949610727918;0,129751858835493;0,00616843193244171;0,168738658705255;0,695341050526809;0,000177388357096964;1,10653318448137e-05;0,000342759092823681;0,00175148920106636;0,000389977576289363;1,13033737087533;0,000498259753143164
"variável";0,309312365718777;3,04873666585587;0,127257059232205;-0,00241562031046028;0,10085079770958;0,994035670198697;0,0414919588097282;-0,000787609104172951;0,0133059982469314;0,985177719784427;0,00151584150286457;4,40465776637384e-07;8,39492304064464e-05;0,00815571388511317;1,42097330720347e-05;5,12011244601483e-09;0,000877449546651068;1,6188093134659;0,00229939478797654
"relativo";-0,205521800685238;1,00254324159035;-0,504124605503582;-0,445411544701486;-0,167815386905948;0,818609906182628;-0,411634510009761;-0,363693342785238;0,0388598965331499;0,704715674993418;0,157361602135705;0,0990628263377247;2,47085174360355e-05;0,000587945569615962;0,000148664298259223;0,000116052321821213;0,000584966364434045;0,629403594855798;0,000231733773160223
"proposta";-1,03162787400605;0,0533931240645471;-0,760969489148728;0,0592649417618251;-0,803195742706198;0,0415703482030736;-0,592468921608437;0,0461419763019602;0,729906367443634;0,00149009356176184;0,267296108323905;0,00130743067070004;0,000830072005792134;2,22351619176922e-06;0,000451652189463021;2,73946247209322e-06;0,000779955152578727;0,728973321444885;0,000414469808621147
"produtivo";0,760296021236713;-0,318932272354481;-0,35838258108408;-0,248337045970393;0,815180429076509;-0,341955421786071;-0,384253577634742;-0,266264052467939;0,745403187969715;0,0999642246439267;0,111469673038862;0,0431629143474923;0,000507209745459237;8,9252232538046e-05;0,000112697930176502;5,41134440491087e-05;0,000877449546651067;0,531629702802956;0,000247993689004703
"procedimento";-0,614863484814445;-0,558904112975218;-0,192737867810597;-2,4775004436314;-0,234660427185158;-0,213303735130549;-0,0735577107963083;-0,945529091924221;0,095167492295663;0,0599277109900719;0,00629364804900879;0,838611148665256;0,000294867586981115;0,00024363756069074;2,89736848498977e-05;0,0047873713157405;0,000779955152578727;1,2032518332387;0,00112923074910191
"preservação";0,889148494241838;-1,28112339755744;-0,49713676403159;-0,318600310444659;0,533226601220039;-0,768295823978778;-0,298135293196586;-0,191066128758295;0,349374168393238;0,552771928074687;0,0735074047751112;0,0243464987569601;0,000539543269346562;0,00112010725537524;0,00016866673833115;6,92739694557892e-05;0,000682460758506386;0,908136318091869;0,000562833285138169
"passar";0,41919256794959;2,50702384701357;-0,0683133016705783;0,253239268500703;0,164046649692622;0,98109769649242;-0,0267336997965275;0,0991025527273815;0,0351184508523568;0,957297640984227;0,000627705428188748;0,00695620273522767;0,000137055598341949;0,00490214961060325;3,63982231462255e-06;5,00186230755745e-05;0,000779955152578727;1,35041745207059;0,00142234750500678
"participação";-0,817266851202558;0,378854942609885;-0,68642382174363;0,86369423859183;-0,573806554669256;0,265995676954867;-0,481941103591873;0,606403422095034;0,44548914608389;0,0729587074539037;0,211510135814057;0,270042010648149;0,000195356860507325;4,19804233810878e-05;0,00013781154228053;0,000218183017776169;0,000292483182217023;0,739209369699785;0,000159821729234266
"negativo";-0,853056410637464;-1,0514905277918;-0,410955608141277;1,24240798141696;-0,453023418717172;-0,558403673788703;-0,218241739021731;0,65979213585936;0,288568929272899;0,33413860309346;0,0450734727280913;0,332218994905552;0,000567577451285697;0,000862343632669104;0,000131722345218108;0,00120392129651053;0,000779955152578727;0,958683184154374;0,000716836071038603
"momento";0,323146404335614;-0,731750880144171;3,20764277917469;-0,668772799882726;0,0958081367880571;-0,216953329757064;0,951018714833718;-0,198281258994763;0,0135966695207035;0,0531351914956071;0,901660430065876;0,0316077089178122;7,12650083304332e-05;0,000365429994554195;0,00702181977103839;0,000305235390956504;0,000682460758506386;1,67303566699359;0,00191024065528213
"mitigar";1,12298632073121;-1,27761175434;-1,41315965668617;1,23154079756303;0,443653193961944;-0,504740373940787;-0,558290678784717;0,486539326656726;0,269906749892496;0,266246843764996;0,287663265148938;0,176183141193566;0,00110655011104074;0,00143225369537384;0,00175228448255516;0,00133082135366673;0,000877449546651067;1,30493757305344;0,00149417555095052
"maneira";-0,017476367622139;-0,59258077339979;0,671703641860328;-0,0561319759444577;-0,0194687990752826;-0,660139238464019;0,748282682320557;-0,0625314244349529;0,000532748104507276;0,466806118585635;0,529678209510234;0,00298292379962202;2,08439502471389e-07;0,000239647441846705;0,00030791659134435;2,15029648669243e-06;0,000682460758506386;0,457101196156581;0,000142594376981032
"localidade";0,0295967079127646;-0,568057328632096;-0,175330189925977;-0,823941418267665;0,0291175152759122;-0,558860059463078;-0,172491464204249;-0,810601196037704;0,00137739875371395;0,386704355927764;0,0325329473428197;0,579385297975701;5,9781181972453e-07;0,000220222667474743;2,09793047183732e-05;0,000463308591708932;0,000682460758506386;0,481432834272198;0,000158179098899048
"linha";0,434978520583445;1,59980361965336;0,312832530821921;-0,346049513572048;0,252562084580343;0,928895837332084;0,181640316406777;-0,200927131754782;0,0833284584557075;0,859039099168822;0,0290080590792372;0,0286243832962343;0,000166018993889116;0,00224571946895816;8,58708912024991e-05;0,000105074816475681;0,000877449546651067;0,909689706891259;0,000726120528947562
"lidar";-0,414505988327809;-0,639577643187147;-0,331023196719426;-1,9752422287636;-0,193431994177431;-0,298463188558696;-0,154474190635308;-0,921760008424908;0,064232171228027;0,116546541417074;0,0275705209440706;0,791650766410829;0,000150759181947599;0,000358929126936086;9,61477245683075e-05;0,00342344123628925;0,000877449546651067;0,987362549548414;0,000855412229526831
"jornada";0,454097588164549;-1,36934743567504;3,47993606340129;0,501320980354947;0,119488630224011;-0,360322216312415;0,915690380923764;0,13191472231177;0,0207823978937693;0,144027833427027;0,821442039949068;0,0137477287301345;0,000100518972202818;0,000914064736077706;0,00590326362745485;0,000122512784120135;0,000487471970361704;1,90161900970454;0,00176277413379627
"janeiro";-3,00307150986717;0,18967018441181;-0,554449417427426;0,427765853414313;-0,972035230970418;0,0613925112696003;-0,179464380305189;0,138459400236936;0,96432532424572;0,00293165063602469;0,0221234686004974;0,0106195565177589;0,00791322476751323;3,15660533970256e-05;0,000269740412242421;0,000160558899105536;0,000877449546651068;1,84618845385031;0,00299070939496653
"infra-estrutura";0,0831382148908983;-0,750809660796776;0,910131304779602;-0,615077691341746;0,0623622755317461;-0,563185040717435;0,682692781811783;-0,461371999762332;0,00576302332704109;0,358204096560835;0,464830078753227;0,171202801358896;6,06489860360794e-06;0,000494631599952416;0,000726825672950999;0,000331957209464427;0,000877449546651067;0,661146417822128;0,00038354599514393
"implantação";0,13809978582684;-0,124231476181511;-0,164671226498086;0,191442335669776;0,440533124063706;-0,396293737760819;-0,525295020685724;0,610693852316375;0,276495296247772;0,170524539740696;0,264590537676732;0,288389626334797;1,48749543495517e-05;1,20374063950374e-05;2,114974190222e-05;2,85854872861064e-05;0,000779955152578727;0,158551835472139;1,96070465294602e-05
"impactar";0,124059371018536;-0,238493704952011;-0,257782728500516;-1,22541403239418;0,0968634194467709;-0,186211775769277;-0,201272313021383;-0,956782163582157;0,0167566890099512;0,0471959527238704;0,0486938174257598;0,887353540840418;1,35045869004224e-05;4,99086697587631e-05;5,83082203391378e-05;0,00131761294307273;0,000877449546651067;0,578572267381088;0,000293722610631026
"fundação";-0,218402999825612;-0,661640034814909;-0,403461710631109;0,458605849083847;-0,235706321094948;-0,714059507515367;-0,4354265994124;0,494939618990993;0,0788376928539751;0,55141949566459;0,1810749984149;0,188667813066535;4,18542295988533e-05;0,000384118925712085;0,000142832423467722;0,000184544596209929;0,000877449546651067;0,469584538263347;0,000193486082400703
"força";-0,131974062627522;1,294856587914;-0,413927224827041;-0,382126412645625;-0,0930542985490001;0,912997365626005;-0,291858163564498;-0,26943555860778;0,0116909978431732;0,857708288466898;0,0774033082352015;0,0531974054547265;1,18865235882705e-05;0,00114425027618699;0,000116929924166044;9,96533261860097e-05;0,000682460758506386;0,736859926618765;0,000370550634707641
"fortalecer";0,645417462295614;-0,46041615013112;1,33422769515007;0,863024413169035;0,363448448556818;-0,259270232417441;0,751332299096872;0,485987600827075;0,19104230840001;0,074091961023468;0,549471495583806;0,185394234992716;0,000203063127930248;0,000103335785951819;0,00086777982963121;0,000363074552854517;0,000487471970361704;0,89145222959649;0,000387387675564274
"ferramenta";0,211638406515163;-0,132504873041921;-0,191835669214967;1,10413536486257;0,184328825743041;-0,115406593988403;-0,167081411281991;0,961658985331186;0,0601527581871996;0,0179701680188799;0,033263077978505;0,888613995815414;3,4934827035022e-05;1,36940948658327e-05;2,87030702803192e-05;0,000950854950913674;0,000779955152578727;0,520941375831427;0,000211664164611984
"fase";0,233999008238012;-1,16430803377888;-1,28640604911471;0,577208010543167;0,126934054659613;-0,631585324712101;-0,697818067616315;0,313109673891134;0,0229825355391571;0,433638219201438;0,467480161232129;0,0758990840272736;3,20301467425407e-05;0,000792988123733275;0,00096802604457381;0,000194892709818778;0,000584966364434045;0,931831074754449;0,000507931647778901
"evitar";-0,0109847186945296;-0,717027609336729;0,299619555998042;-2,83482819838031;-0,0037370183565954;-0,24393390607367;0,101931038190104;-0,964412954918655;2,50649088812503e-05;0,0813920271642693;0,0125506348444426;0,906032273082407;1,05876611405044e-07;0,000451121900454354;7,87702939483451e-05;0,00705140472155499;0,000877449546651067;1,32457946303017;0,00153949466558757
"estudo";0,13809978582684;-0,124231476181511;-0,164671226498086;0,191442335669776;0,440533124063706;-0,396293737760819;-0,525295020685724;0,610693852316375;0,276495296247772;0,170524539740696;0,264590537676732;0,288389626334797;1,48749543495517e-05;1,20374063950374e-05;2,114974190222e-05;2,85854872861064e-05;0,000779955152578727;0,158551835472139;1,96070465294602e-05
"entidade";0,5193780510793;0,855516155864003;0,88161370668087;0,538484400614224;0,361091304420408;0,594787253777305;0,612931260146187;0,374374762706605;0,17887648541931;0,369882987077826;0,346880484246504;0,104360043256363;0,000105197839501972;0,000285427666157481;0,000303107235178935;0,000113080023283557;0,000389977576289363;0,741359929051131;0,000214337347919547
"entendimento";-0,720355967089254;-1,04365018267517;-1,13550627023937;-0,888407469092511;-0,375167043412196;-0,54354120917878;-0,59138058077463;-0,462689585083221;0,196172517329602;0,313816383448334;0,328065116267046;0,16194598295502;0,000151773243439922;0,000318574350335747;0,000377120353832384;0,000230847566873168;0,000292483182217023;0,98186147062897;0,00028196898142898
"efetivo";0,85386601732229;-0,21472486450929;-0,277846060654595;1,29065394539653;0,538079375431042;-0,135312822668599;-0,175089805367638;0,813329321870003;0,423815519564335;0,0204260282708026;0,0302025084963744;0,525555943668485;0,0005686552992398;3,59612108324328e-05;6,02113159179307e-05;0,00129923962700021;0,000779955152578727;0,791814488754863;0,000489008625993663
"efeito";-0,656326963070939;0,760266617359312;-0,570183695889939;0,739964258748645;-0,47849407488618;0,554271106032361;-0,415691470000679;0,539469705437809;0,310513826761047;0,317536863752953;0,157727409864218;0,21422189962178;0,000293980264909569;0,000394465955571492;0,000221874439837279;0,000373679412067663;0,000682460758506386;0,711052908388938;0,000345049592444045
"economia";0,695688765161177;0,629404477835557;-0,0589942820869212;0,919730759152501;0,528996094427998;0,478594059964968;-0,0448587736073827;0,699355809496579;0,388007308901433;0,242042394377863;0,0018778759446139;0,368072420776092;0,000424670539313966;0,000347601635027303;3,05380987331199e-06;0,000742238668614715;0,000877449546651067;0,674244138027941;0,000398893089498427
"dizer";-1,192391736431;-0,536146943572134;1,3212528438213;0,505033558285827;-0,619057311566276;-0,278352889701904;0,685958488645263;0,262199667517794;0,481275801067222;0,0741558874361808;0,397708718438076;0,046859593058519;0,00110893871744872;0,000224200873629124;0,00136157478974818;0,000198934499362265;0,000779955152578727;1,03763374609552;0,000839765070516701
"discussão";0,726600057869157;-0,628044277700926;-1,08961653453828;-2,42166451620096;0,257308601215428;-0,222407351673622;-0,385862488348073;-0,857576465248387;0,109747263775593;0,0624892378817187;0,166106774765355;0,661656723577332;0,000360303549641049;0,000269189558669216;0,000810261221251288;0,00400226315717926;0,000682460758506386;1,32409980069433;0,00119651769283331
"direto";0,793360056033011;0,14788197219795;-0,232834602889395;1,14697954920687;0,558059330203949;0,104022018409499;-0,163778755369242;0,806799679566146;0,450680916190029;0,0119338570544058;0,0261252638537197;0,511259962901845;0,000552284450285494;1,91890123145558e-05;4,75682529710403e-05;0,00115433935621421;0,000877449546651067;0,713440713459552;0,000446619758661896
"diante";-0,132544278828929;-0,172058724975886;2,11312146737473;0,381556063382615;-0,0614128709447461;-0,0797214362266037;0,979090588541741;0,176789624461615;0,00562277345554711;0,00722110850218416;0,96186620941096;0,0252899086313068;1,37022410843567e-05;2,30899521032095e-05;0,00348271996558832;0,0001135497939;0,000779955152578727;1,06710667421667;0,000888147921737558
"dentro";0,429349900210505;1,79546780300338;0,558318000631442;0,306670105932216;0,219852674731457;0,919386259763817;0,285892009592549;0,157033326469438;0,0635216407846481;0,846595733097183;0,072293519156233;0,0175891069619375;0,00012580572854396;0,00220005190809714;0,000212735978239606;6,41830824907221e-05;0,000682460758506386;1,02842507064955;0,000721810166869811
"curso";-0,227882402408088;2,03434640232731;0,590445774396165;0,0815158096179142;-0,106882651036374;0,954160278763745;0,276934107214096;0,0382329909693362;0,0150774301532619;0,915751026786754;0,0681244353245119;0,00104710773547063;4,05033747312326e-05;0,00322789531805561;0,000271912810765165;5,18266722641243e-06;0,000779955152578727;1,12039011720656;0,000979057435690074
"constante";0,748833174642028;0,881885390486645;-0,655024384378928;1,02020393493419;0,44684795118499;0,526243619090878;-0,390869841304579;0,608781840273217;0,279377890962661;0,295303119922429;0,143871227329803;0,281447761785107;0,000437360728044815;0,000606588157904871;0,000334645174324651;0,000811789855790355;0,000779955152578727;0,855285681712227;0,000570547799428252
"comprometido";0,715066101064141;-1,32449039366914;1,31864139408681;0,375150514327532;0,351217544745281;-0,65054721991563;0,647674378832176;0,184261905795792;0,165210878528685;0,431982091855649;0,378126226846642;0,0246808027690223;0,000448657088819309;0,00153928763052515;0,00152572254419351;0,000123490413922385;0,000877449546651067;1,06205990207039;0,000989737849300175
"coletivo";-0,866862903397004;-0,321366424218763;-0,874745789035658;-1,22928065417406;-0,48989859485789;-0,181616907405223;-0,494353526061738;-0,694715234445851;0,347038935814037;0,0363496492707642;0,237836343135365;0,378775071779835;0,000439573731082705;6,04132077304204e-05;0,000447604677060904;0,000883960764391114;0,000584966364434045;0,888348675845572;0,000461634027421223
"civil";-3,30723929208461;-0,709425944611003;-0,835233087912663;0,737193426441072;-0,92868529885325;-0,199209487793079;-0,234536609345669;0,207006701687906;0,90500961199454;0,0317364207475138;0,0388485189170864;0,0244054483408625;0,00853101821983682;0,000392539862249948;0,000544107876489518;0,000423869862913467;0,000779955152578727;2,09875220666983;0,00343551590133682
"canadá";0,499585776658981;0,651466869463318;0,0134442318247623;-1,51411731869494;0,290048932196451;0,378227881331743;0,007805436557966;-0,879064481067879;0,1373278988472;0,177969332064155;6,69341512471246e-05;0,684635834937399;0,000218999077133627;0,00037239755660281;1,58596697301508e-07;0,00201159805917399;0,000877449546651067;0,813865839997014;0,000581202929670118
"atmosférico";-0,75538245143385;2,129751011106;-0,0918628796941051;0,135856996243931;-0,333401050487544;0,940002277034403;-0,0405452635717043;0,0599628243651031;0,141128525885792;0,854989036627387;0,00140474748913358;0,00247768999768525;0,000222522237665677;0,00176887564368022;3,29093835066535e-06;7,19786425989021e-06;0,000389977576289363;1,21389642219732;0,000574649321955131
"atingir";-0,263091276091938;1,27978845384391;0,464151684349986;-0,657394717971321;-0,171451184562459;0,834011867137014;0,302478125769006;-0,428410644379935;0,0407875371291657;0,735551049915246;0,0854420342803244;0,138219378675262;4,72378996675236e-05;0,00111777414508583;0,000147027152441699;0,000294937574974764;0,000682460758506386;0,786438650076246;0,000422092254298161
"aquisição";-0,345589968207338;-1,09467222790729;-1,13952143760735;-3,15646125313198;-0,0974382552129748;-0,308640185566364;-0,321285311706811;-0,8899566117267;0,0163288366378276;0,124859918424698;0,119485476658793;0,739325768278682;0,0001047959281593;0,0010514541853333;0,00113937622705475;0,00874224712710459;0,000877449546651067;1,63269719971643;0,00233901738458194
"alinhar";0,695688765161177;0,629404477835557;-0,0589942820869212;0,919730759152501;0,528996094427998;0,478594059964968;-0,0448587736073827;0,699355809496579;0,388007308901433;0,242042394377863;0,0018778759446139;0,368072420776092;0,000424670539313966;0,000347601635027303;3,05380987331199e-06;0,000742238668614715;0,000877449546651067;0,674244138027941;0,000398893089498427
"alinhado";0,797288616698681;0,170632827844117;-0,879565608626797;0,144153081092022;0,66002150020739;0,141255415742209;-0,728133075498411;0,119334618416898;0,534256411140478;0,0186494337153974;0,437615026817915;0,0094791283262068;0,000371845064824391;1,70316244153729e-05;0,000452550839355968;1,2155665860382e-05;0,000584966364434045;0,658510698220234;0,000253662673103539
"agente";0,719374865109076;-0,831248228199246;0,809531452196038;0,361999295082039;0,509329949780112;-0,5885382418238;0,573162385691514;0,256301813876434;0,332520758824768;0,338369777801699;0,283408471903841;0,0457009914696907;0,000454080312855251;0,000606294486883053;0,000575028814356209;0,000114984050576098;0,000877449546651067;0,753126658710745;0,000497689175835752
"adotar";0,862276076153482;-0,307212612522196;-1,04133284377732;-0,0342394751615178;0,62173645354126;-0,221512906915786;-0,750843734566175;-0,0246880673681673;0,480960857706603;0,0465282801847456;0,472099264174434;0,000411597934213562;0,000652401314571493;8,28133278380048e-05;0,000951483555012606;1,0286706575047e-06;0,000877449546651067;0,750608732684349;0,000494366893461834
"adequado";0,769110959750111;-0,0278545347049426;-0,928197705430827;-0,627686036687336;0,565790751975406;-0,0204909810955691;-0,682821732131062;-0,461752560147078;0,426847431469826;0,000426685953231598;0,418420336427379;0,154305546149561;0,000403697151102092;5,29504311728767e-07;0,000587974735553219;0,000268882550898488;0,000682460758506386;0,710681166494374;0,000344688899567967
"abrir";-0,0816606186347857;0,959194161503103;0,226469495307481;-0,31986744195255;-0,0785661280103405;0,922845951197854;0,217887540606818;-0,307746216118905;0,00835742692376124;0,87878405203135;0,0432617229830519;0,0695967980618359;5,20109711285242e-06;0,000717600420755886;4,00026770438335e-05;7,98012521565902e-05;0,000779955152578727;0,539260381250873;0,000226812330144749
"aberto";0,853658548063612;-1,29369694346198;-0,0231129599957844;-0,0079370366705327;0,550692223037904;-0,834559493779392;-0,0149100918041955;-0,00512015533417152;0,363522044896158;0,636281545131007;0,000179353820426654;1,70561524047194e-05;0,000639426367372397;0,00146854499694899;4,68741374466274e-07;5,5276295211507e-08;0,000877449546651067;0,854753641690385;0,000641067962547215
"voltar";0,727577723701551;0,581790518988653;-0,735733798932654;0,123214695177382;0,609639676094041;0,487484116124913;-0,616473677328702;0,103241982830108;0,456397249399483;0,22240234756811;0,314096268563013;0,00710413446939296;0,000361273804054511;0,000230999459480901;0,000369418890537498;1,03610244470689e-05;0,000682460758506386;0,650174642079508;0,000288494633559766
"venda";-3,94946690289173;-0,627205953143635;-0,749222696473035;0,550674845907105;-0,961962076101077;-0,15276703303609;-0,182486355318878;0,134126536834017;0,948773359251244;0,0182359219553433;0,0229797079780201;0,0100110108153938;0,0106452200174769;0,00026847140037162;0,000383088870271257;0,000206951301687013;0,000682460758506386;2,44781944613973;0,00408918204994624
"valorização";0,602326238334278;1,60416914894305;-0,394263903175217;0,679330749852641;0,319542543108503;0,851034301356443;-0,209162547235033;0,360394519787211;0,135417836115887;0,73203944352022;0,0390502187135689;0,0934925016503246;0,000106111991045897;0,000752664129400609;4,54647631901014e-05;0,000134978142057722;0,000292483182217023;0,988134334629298;0,000285583346964986
"transparente";0,344191570344113;-0,468274102852577;2,60700127634492;-0,982660060995405;0,120937897424057;-0,164536526448071;0,916016777016863;-0,345275282426488;0,0220039880932747;0,0310400977247078;0,849611848639226;0,0973440655427912;5,77497499736505e-05;0,000106893163401768;0,00331308162955251;0,000470713071792675;0,000487471970361704;1,40078561033249;0,00095651765921544
"trabalhador";-1,31277474281117;-0,999226283955033;-0,202243993381436;-0,958092586561119;-0,684268413173064;-0,520834962332208;-0,105417305735601;-0,499394505774214;0,572539261195186;0,252798448400776;0,00914562191177198;0,165516668492267;0,00117613753315204;0,000681405105374485;2,7914441845773e-05;0,000626458987127194;0,000682460758506386;1,047393124134;0,000748681534111555
"tomar";-0,0461744946956418;-0,632850707582176;-0,251583816533344;-3,20367489229022;-0,0140965628647317;-0,193202326137509;-0,0768057584362938;-0,978046534456046;0,000360117762611744;0,0515542694905479;0,00719519839732187;0,940890414349518;1,66292987064276e-06;0,000312372052715032;4,93668064669849e-05;0,00800509530310288;0,000779955152578727;1,46893311859234;0,00168295954520613
"terceiro";-0,382146714995789;-0,32886416378333;1,47184432145347;0,564594684314687;-0,23089358591913;-0,198700193084392;0,889290421609006;0,341128907136449;0,0785358536350412;0,0443264209732012;0,784094832355175;0,0930428930365799;7,1188511154369e-05;5,27208921813927e-05;0,001056023060639;0,000155390054380619;0,000487471970361704;0,823224503867615;0,000330359063940763
"sólido";0,309312365718778;3,04873666585587;0,127257059232205;-0,00241562031046033;0,10085079770958;0,994035670198697;0,0414919588097283;-0,000787609104172967;0,0133059982469314;0,985177719784427;0,00151584150286457;4,40465776637403e-07;3,73107690695318e-05;0,00362476172671697;6,31543692090432e-06;2,27560553156224e-09;0,000389977576289363;1,6188093134659;0,00102195323910068
"sentimento";-0,32124403059953;-0,0130719878463577;2,62032536671256;0,144232145268867;-0,12150324802837;-0,00494418208660766;0,9910784718786;0,0545525284549605;0,0217912465041134;2,74990106263078e-05;0,975797080220863;0,00238417426439418;7,04283991782025e-05;1,16616755755803e-07;0,00468584724500936;1,4197170917619e-05;0,000682460758506386;1,31376041575392;0,00117790435897566
"samarco";-0,774771889636055;-0,0898387335085173;2,19913185881436;0,195037482848647;-0,330888778089954;-0,0383682334806264;0,939202962001615;0,0832964066518268;0,154630084769068;0,00158451145216722;0,83846696237507;0,00531844140369089;0,000468184834528789;6,2950165065141e-06;0,00377200423706916;2,96691973995799e-05;0,000779955152578727;1,18945769676243;0,00110348804709945
"representante";0,505898866988884;-1,26782559953469;0,474077377317602;-3,72310185871707;0,1266745759902;-0,31745726414941;0,118706632247849;-0,932246304737567;0,0279538759473972;0,133799814233841;0,0165215281300106;0,821724781688751;0,000174664682201858;0,00109697496888451;0,000153382618483996;0,00945992123941477;0,000682460758506386;1,82668992168963;0,00227723237691502
"prêmio";0,309312365718778;3,04873666585587;0,127257059232205;-0,00241562031046033;0,10085079770958;0,994035670198697;0,0414919588097283;-0,000787609104172967;0,0133059982469314;0,985177719784427;0,00151584150286457;4,40465776637403e-07;3,73107690695318e-05;0,00362476172671697;6,31543692090432e-06;2,27560553156224e-09;0,000389977576289363;1,6188093134659;0,00102195323910068
