"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"mass";"chi.distance";"inertie"
"saúde";-0,192727595223;1,41075834502468;-0,0242028798565951;-0,34205358840296;-0,131593168760498;0,963256770584971;-0,0165255714926229;-0,233552001371483;0,0229590127747769;0,937545854138164;0,000243689392730826;0,0392514436943265;0,000126746359424336;0,00679130045646752;1,99885724552473e-06;0,000399241786767764;0,00341230379253193;0,76787307628615;0,00201199348201038
"atuar";0,944675240792998;-1,01987202623698;-0,744194430487866;0,416145367934233;0,579266272588941;-0,625376258046208;-0,456333261649035;0,255176557751278;0,414717229724579;0,36838355073653;0,173219577436111;0,0436796421027752;0,00287116829957309;0,00334645465016318;0,00178183060955272;0,000557164855157736;0,00321731500438725;0,885581705537252;0,00252319524100759
"ainda";-0,0331731400357392;-0,316919006227982;1,10253749084357;0,180278632533096;-0,0285548337396509;-0,272798098763814;0,949044157678528;0,155180557922709;0,00120476806296986;0,0838009052888779;0,895682617089044;0,0193117095591067;4,07695957429746e-06;0,000372100121607118;0,00450349799270683;0,000120407004311603;0,00370478697474895;0,576975007569842;0,00123332417428959
"futuro";0,924114657816886;-0,949851016991334;-0,311307175395204;0,986780320691534;0,549634887427957;-0,564942079839633;-0,185155903389818;0,5869064903274;0,39993705952336;0,322012531222459;0,0305460687202134;0,247504340533963;0,00208147582332071;0,00219902738246922;0,000236209801726968;0,00237334357342324;0,00243735985180852;0,882169781243408;0,00189681077054461
"diálogo";0,433556076376918;-1,06048993960626;-0,556903709395266;-1,33225641277812;0,23520979499015;-0,575329547606322;-0,302127485816246;-0,722766384322175;0,0847804332590011;0,386580585895341;0,0941461206370425;0,434492860208613;0,000494804867584129;0,00296044171045766;0,000816401191530817;0,00467217442073582;0,0026323486399532;0,898917021637427;0,00212707408777582
"manter";0,587896052715965;0,805384239062238;-0,0161748045152504;-0,150975092333541;0,582869882501702;0,798498671018856;-0,0160365193195929;-0,149684342874216;0,405415840071471;0,579866119709283;0,00020654507168281;0,014511495147565;0,000977189362890842;0,00183393481557628;7,39700178618538e-07;6,44448548940742e-05;0,00282733742809788;0,557406887083289;0,000878460631302388
"trabalhar";0,540750298265058;-0,93022247130534;2,48134525530708;0,663907298572861;0,194173452747361;-0,334025722511954;0,891005288812785;0,238396858738072;0,0548095658298609;0,123611346349166;0,776737638482315;0,0448414493386573;0,000883761083873085;0,00261526072241044;0,0186086869998132;0,00133215949439873;0,00302232621624257;1,39441077300138;0,00587655489126755
"região";0,778055363311809;-0,983643606053869;-1,10793734485513;1,54878719077447;0,341226365707884;-0,43138978107789;-0,485900427455121;0,679240898891026;0,174415521401127;0,212452346789316;0,238029981358777;0,375102150450778;0,00194766646158554;0,00311292839457071;0,00394933511593182;0,00771750786352089;0,00321731500438725;1,12470876101882;0,00406980630834672
"prático";0,458371845848043;0,778194473820798;-0,442796840607699;-0,619939730873889;0,387937618290016;0,658615736274026;-0,37475589586853;-0,524678696689192;0,207574917314518;0,455970920613361;0,130372250554375;0,206081911517746;0,000655489126461591;0,00188932167794943;0,00061170023843903;0,00119902589814875;0,00311982061031491;0,607369025936242;0,00115089288069959
"econômico";0,68402195473855;-0,963335800604404;-0,874391525049347;0,983689151962431;0,386749050449674;-0,544674339130438;-0,494384850795227;0,556182214362593;0,211243819720312;0,319316372565544;0,232323391775951;0,237116415938189;0,0014141042284776;0,00280476667705079;0,00231075136116036;0,00292453688001809;0,00302232621624257;0,898462960938076;0,00243972959515512
"reconhecer";0,533686542985931;-0,0756637399509013;0,545485321204796;-1,32878836843887;0,347859126249524;-0,0493179429273816;0,355549619360073;-0,866109829619337;0,196730343174225;0,00301367427197286;0,13832545681134;0,661930525742462;0,000694212065331662;1,39538889133217e-05;0,000725246747708636;0,00430359395558752;0,00243735985180852;0,726394789064727;0,00128607143799451
"longo";0,629367132523162;0,0913134916369345;0,327435255446511;-0,16527573000048;0,857277327237864;0,124380480018771;0,446008070849333;-0,225126367028522;0,809294898463579;0,0129834599055566;0,147430281000251;0,0302913606306156;0,000965445518914954;2,03230812004692e-05;0,000261318725039782;6,6579084837651e-05;0,00243735985180852;0,422350293466433;0,000434775690726289
"redução";-0,842038878279773;1,5621369489781;-0,278614116994052;0,356085396703282;-0,459799492406547;0,85301260397503;-0,152138616013641;0,194442191305985;0,263592746683852;0,691399775580242;0,0194228311201984;0,0255846466157044;0,00214291836293014;0,00737529757904269;0,000234610569546615;0,000383221322229242;0,00302232621624257;0,990119374802508;0,00296289633100698
"muito";0,0410042110048395;-0,990907611918632;3,29060731512096;0,0830500646728496;0,0119274042168688;-0,288237606316355;0,957179826281764;0,0241578039746518;0,000209085480002182;0,0930583056794792;0,906267077597116;0,0004655312434004;4,42588706673432e-06;0,0025846975894193;0,0285033251011839;1,81561331323429e-05;0,0026323486399532;1,71194049596809;0,00771473014203547
"garantir";0,287529113221367;-0,32799523418137;-0,172140903850523;0,44420190929962;0,445152477300962;-0,507802112290228;-0,266508489993815;0,687713247994843;0,283418507085582;0,281074521575683;0,0683706714746751;0,367136299864056;0,000233744441605352;0,000304167430605934;8,37810502657477e-05;0,00055787703524787;0,00282733742809788;0,326054249342301;0,00030057812536911
"emissão";-1,03439865389091;1,34435133073263;-0,330694456370718;0,138769094277824;-0,59662625556426;0,775402498447589;-0,190739802781227;0,0800400162892644;0,422684267955076;0,544111131051406;0,0290757650523348;0,00412883594117994;0,00281656191182861;0,00475739236735398;0,000287870550239521;5,06907732495432e-05;0,0026323486399532;0,960510346524758;0,00242855253934776
"desenvolver";0,605041669697378;-0,389266354508673;-0,453602303372332;0,636325998785177;0,569611637314738;-0,366471693848998;-0,427040257975755;0,599064018541483;0,435905610741108;0,137511012644028;0,164895772183716;0,261687604431145;0,000713806029190195;0,000295463185634146;0,000401199277809662;0,000789530616612953;0,00194988788144682;0,553236976298844;0,000596804430036633
"atuação";0,552521879333911;-0,186197475217001;0,0250400468131681;0,539732476703357;0,695071369299941;-0,234236034625985;0,031500326551313;0,678982327523597;0,622723214063313;0,053897116098933;0,000860802459273564;0,322518867378479;0,000714315126394095;8,11219649656287e-05;1,46710487137911e-06;0,000681628888934401;0,00233986545773618;0,422692065024548;0,000418060443017763
"acordo";-0,694264415523111;-0,6536618063546;-0,598446356494768;-1,77455994338643;-0,330359558301013;-0,31103916720669;-0,284765385605279;-0,84440859414362;0,174775757023814;0,118075408392432;0,0874015159137797;0,619747318669975;0,00145677054094872;0,00129136067755577;0,00108240999216708;0,00951749563935081;0,00302232621624257;1,00255094990304;0,00303776548909975
"objectivo";0,842162022295569;-0,432454197898051;-0,132252250597935;1,03341339677451;0,598243622434038;-0,307200941194351;-0,0939475580448279;0,734102177005162;0,491445005717851;0,0987610530283722;0,0081569329813839;0,40163700827239;0,00172866547674018;0,000455826833576208;4,26310270747268e-05;0,00260296199822812;0,00243735985180852;0,725237634193211;0,00128197724980541
"maior";0,169031571666882;0,00347074886971553;0,408314965563489;0,624924494680587;0,220841152155125;0,00453456222213693;0,533466893480281;0,816469042169236;0,0809966274920669;2,60255260149343e-05;0,318096583121616;0,600880763860302;7,79961803807096e-05;3,28839559389378e-08;0,000455122463769833;0,00106608730364142;0,00272984303402554;0,358555595321021;0,000350954393897664
"tema";0,82414064784764;-0,0757678347030186;-0,960740436673218;-0,0320447265511;0,649716106997476;-0,0597320162856162;-0,757405350628667;-0,0252626478732164;0,520319914486925;0,0033516556148255;0,475901474167461;0,000426955730784711;0,0019203496554165;1,62310791159145e-05;0,00260969517530587;2,90329243368514e-06;0,00282733742809788;0,689744511402644;0,00134509868765644
"resultado";-0,393349194544887;0,659823244891704;0,555694184382866;-0,0416323786759658;-0,414483810345801;0,695275486743714;0,585551581455518;-0,043869282527295;0,222529370288423;0,477208189521384;0,298909448319024;0,0013529918711652;0,000392201746132094;0,00110359116476405;0,000782752919028996;4,3935486798961e-06;0,00253485424588086;0,503392497279876;0,000642342221337566
"principal";0,659360097342381;-0,269206977360226;-0,332212247632243;1,01029418431002;0,515142770086491;-0,210325175276639;-0,259549733433548;0,789319442904483;0,388781494109901;0,0493917873839878;0,0664245577975777;0,495402160708531;0,00110204242830762;0,000183706962381317;0,000279759131753782;0,00258731137858211;0,00253485424588086;0,638398726129852;0,00103308728396506
"indígena";-1,36913337969185;-0,809461672004502;-0,510701572139327;-1,18617588343623;-0,668260936103481;-0,395090516889864;-0,249268563406262;-0,578961128262665;0,565794738437752;0,150723796066633;0,0529832881974073;0,23049817729821;0,00456889492879599;0,00159702690466102;0,000635702680573219;0,00342939754910236;0,00243735985180852;1,09885009283097;0,00294304262092872
"entender";0,0562760073663431;-1,00050101742636;-0,466195376063929;-0,553387619189642;0,045530016243812;-0,809453792249952;-0,377174644014906;-0,447717392721389;0,00293637872444044;0,707330588349391;0,135624630348572;0,154108402577596;7,71909185214171e-06;0,00243980278315098;0,000529731229071336;0,000746411857932096;0,00243735985180852;0,626959353781377;0,000958072612103837
"direito";0,260786108679147;-1,19727992433121;-0,558849925349963;-4,00713739690381;0,0616894090947587;-0,283218655422637;-0,132196925066684;-0,947895343922021;0,00674311950191309;0,108319140727315;0,0208410441571076;0,864096695613664;0,000185654971769555;0,00391317325551168;0,000852566120091883;0,0438334993950103;0,00272984303402554;1,91723861970147;0,0100343677387632
"rompimento";-3,36606068064246;-0,579404849408775;-0,154330025649872;0,486630744347037;-0,974679342800895;-0,167772952248029;-0,0446879311593849;0,140909204879917;0,965866742061567;0,0218101895083133;0,00136650529320723;0,0109565631369139;0,0320347636411474;0,00094916539007836;6,73408353022925e-05;0,000669540309931636;0,00282733742809788;2,06769023829761;0,0120878370600552
"mudança";0,173897252184165;0,117297335710469;-0,150573494585565;0,45735880957677;0,331098720816662;0,223333016026088;-0,286690507296669;0,870806840839138;0,1783910402441;0,061856558165238;0,090016430919471;0,66973597067119;7,66546370524795e-05;3,48762103036109e-05;5,7471171791405e-05;0,000530233411146972;0,00253485424588086;0,2485583419876;0,000156606462285488
"investimento";0,795483285028043;-0,330460084487834;-1,06970668525486;1,29049750658063;0,422100386420062;-0,175349164443856;-0,567609167534276;0,684765483391155;0,264762157874665;0,0348219967955238;0,322225826259169;0,378190019070639;0,00172742735587913;0,000298109416818931;0,00312368401963636;0,00454623640496669;0,00272984303402554;0,933308551697223;0,00237787032024887
"humano";0,49045782077078;-0,765987885102284;0,303746751109855;-3,41191643771988;0,138386701904685;-0,216129772284314;0,0857046402773159;-0,962700242496703;0,0340331053803822;0,0632650577912101;0,00878534182789947;0,893916495000509;0,000609756334487256;0,00148729389131424;0,000233870947553339;0,0295086787781574;0,00253485424588086;1,60499253782335;0,0065297871900346
"gerar";0,248086745882042;-0,384837960423841;-0,415937669297353;-1,10621554029052;0,195740884606507;-0,303637836578916;-0,328175562301677;-0,872806032632174;0,0644452757207504;0,118184800570576;0,121920742782242;0,69544918092643;0,000126010305462529;0,00030321783869034;0,00035420561953308;0,00250540794122895;0,00204738227551916;0,58997031771145;0,000712622062142101
"geral";-2,81179673324621;-0,613291825275736;-0,597225416309261;0,457844061279862;-0,945248452380067;-0,206171783985949;-0,200770700745721;0,153914536295999;0,925060762936716;0,0335396576515806;0,028087695685989;0,0133118837257163;0,0192702565786635;0,000916756514941122;0,000869353119542191;0,000510922259065122;0,00243735985180852;1,76490337854687;0,0075920930476898
